month,0_总指数,0_农产品,0_矿产品,0_煤油电,1_国外资产,1_储备资产,1_准备金存款,1_库存现金,1_对政府债权,1_对中央银行债权,1_对其他存款性公司债权,1_对其他金融机构债权,1_对非金融机构债权,1_对其他居民部门债权,1_其他资产,1_对非金融机构及住户负债,1_纳入广义货币的存款,1_单位活期存款,1_单位定期存款,1_个人存款,1_不纳入广义货币的存款,1_可转让存款,1_其他存款,1_其他负债,1_对中央银行负债,1_对其他存款性公司负债,1_对其他金融性公司负债,1_国外负债,1_债券发行,1_实收资本,1_其他负债.1,1_总负债,2_国外净资产,2_国内信贷,2_对政府债权(净),2_对非金融部门债权,2_对其他金融部门债权,2_货币和准货币,2_货币,2_流通中现金,2_活期存款,2_准货币,2_定期存款,2_储蓄存款,2_其他存款,2_不纳入广义货币的存款,2_债券,2_实收资本,2_其他(净),3_一特别提款权单位折合人民币(期末数),3_一美元折合人民币(期末数),3_一美元折合人民币(平均数),4_M0,4_M1,4_M2,5_外汇,5_货币黄金,5_其他国外资产,5_对政府债权,5_对其他存款性公司债权,5_对其他金融性公司债权,5_对非金融性公司债权,5_其他资产,5_货币发行,5_其他存款,5_不计入储备货币的金融性公司存款,5_发行债券,5_国外负债,5_政府存款,5_自有资金,5_其他负债,5_总负债,6_各项存款,6_流通中货币,6_对国际金融机构负债,6_各项贷款,6_在国际金融机构资产,6_资金运用总计,7_各项存款,7_各项贷款,7_资金运用总计,8_各项存款,8_对国际金融机构负债,8_各项贷款,8_在国际金融机构资产,8_资金运用总计
2013/1,98.9,103.0,97.8,98.3,27723.16,190024.58,183655.68,6368.9,56128.84,13136.86,241343.44,49227.99,542722.66,164858.87,65439.35,901583.49,870481.38,248778.91,202559.15,419143.32,25018.03,8028.59,16989.43,6084.08,11936.3,106441.39,64567.04,10084.0,92667.47,30397.04,6084.08,1350605.74,264907.36,814349.18,47476.27,707606.52,59266.39,992129.25,311228.55,62449.63,248778.91,680900.71,202559.15,419143.32,59198.24,25018.03,92667.47,30616.79,-61175.01,9.7106,6.3002,6.2787,62449.63,311228.55,992129.25,240184.99,669.84,7413.43,15313.69,14502.65,10038.4,24.99,9783.57,68818.55,184125.41,1253.92,13880.0,1000.06,23966.26,219.75,4667.61,297931.57,929345.33,62449.63,774.58,640766.52,1652.96,1043252.03,4103.24,7120.1,9736.8,955111.6,774.58,685477.19,1652.96,827204.14
2013/2,98.9,105.1,98.1,98.1,27746.61,191255.88,184154.0,7101.88,55828.77,13655.22,243692.65,47892.82,549301.3,166078.76,66232.25,908402.13,877665.95,235789.59,204964.77,436911.59,25359.43,7896.63,17462.8,5376.75,10435.61,106427.95,67431.7,11090.97,93324.07,30437.53,5376.75,1361684.24,266856.44,820002.08,46669.11,715405.05,57927.91,998600.83,296103.24,60313.65,235789.59,702497.59,204964.77,436911.59,60621.23,25359.43,93324.07,30657.29,-61083.1,9.51,6.2779,6.2842,60313.65,296103.24,998600.83,243222.54,669.84,7384.94,15313.69,13002.97,10035.1,24.99,8521.32,67415.55,184549.71,1265.55,13880.0,1076.51,24473.34,219.75,5294.96,298175.38,937065.14,60313.65,807.48,646966.4,1627.4,1053291.38,4178.89,7302.92,9906.37,963299.82,807.48,692813.4,1627.4,835457.82
2013/3,98.3,101.6,98.0,97.3,28622.03,197788.45,191918.13,5870.33,55998.33,15209.93,262063.19,58337.31,559589.05,169895.24,66392.12,952641.85,920178.2,255437.78,215732.94,449007.48,26890.17,8069.95,18820.22,5573.48,8881.29,111646.03,64524.71,11971.56,95986.0,30552.29,5573.48,1413895.66,269481.68,846427.32,48554.78,729509.29,68363.26,1035858.37,310898.29,55460.52,255437.78,724960.08,215732.94,449007.48,60219.66,26890.17,95986.0,30772.04,-73597.57,9.3983,6.2689,6.2743,55460.52,310898.29,1035858.37,246103.34,669.84,7354.02,15313.69,11374.77,10025.94,24.99,8073.84,61330.87,192318.96,1349.94,13880.0,1295.98,22757.24,219.75,5787.7,298940.43,979300.53,55460.52,794.18,657591.82,1608.19,1071121.71,4415.65,7543.46,10201.52,1006981.79,794.18,704881.01,1608.19,852271.32
2013/4,97.9,103.5,96.4,95.0,29147.26,195424.39,190108.95,5315.44,57106.25,14574.73,258747.35,50989.16,565912.63,173587.21,68220.06,947710.32,915412.3,252041.27,223899.56,439471.46,26783.59,7876.57,18907.02,5514.44,9170.42,107714.8,67990.75,12947.4,97323.72,30642.86,5514.44,1413709.04,271844.99,845308.39,44771.35,739524.83,61012.22,1032551.9,307648.42,55607.15,252041.27,724903.48,223899.56,439471.46,61532.45,26783.59,97323.72,30862.61,-70368.44,9.3872,6.2208,6.2471,55607.15,307648.42,1032551.9,248946.77,669.84,7296.17,15312.73,11649.89,10023.06,24.99,6877.4,60922.61,190587.96,1329.78,12830.0,1267.65,27647.64,219.75,5995.45,300800.84,978299.69,55607.15,786.81,665514.79,1595.95,1084716.57,4431.49,7679.07,10326.7,1005867.12,786.81,713284.76,1595.95,863360.49
2013/5,97.7,102.4,96.5,94.2,28938.34,194407.98,189202.79,5205.19,58307.73,13208.41,262053.61,53923.68,568568.56,177377.93,69934.88,957154.51,925198.36,255773.08,227155.12,442270.15,26498.94,7958.47,18540.47,5457.21,10007.66,107611.03,69155.81,13407.48,98376.22,30737.27,5457.21,1426721.12,272246.04,851200.08,41282.1,745971.48,63946.5,1042169.16,310204.48,54431.39,255773.08,731964.68,227155.12,442270.15,62539.41,26498.94,98376.22,30957.02,-74555.22,9.2618,6.1796,6.197,54431.39,310204.48,1042169.16,249959.64,669.84,7306.21,15312.73,11844.24,10022.82,24.99,7004.87,59636.61,189818.91,1327.1,11443.38,1220.51,32338.36,219.75,6140.72,302145.34,993113.83,54431.39,844.94,672208.97,1605.96,1096004.75,4408.07,7736.66,10445.17,1020353.92,844.94,720018.44,1605.96,874229.59
2013/6,98.1,104.4,95.8,95.6,28686.42,203119.83,197352.41,5767.41,58587.49,10183.55,259553.69,62362.19,573036.26,180785.31,70700.07,972848.07,940875.55,259435.91,228029.08,453410.56,26580.6,8227.78,18352.82,5391.91,14428.86,107641.31,65250.27,12731.7,99129.65,30995.81,5391.91,1447014.81,272681.59,867997.53,41570.23,753846.57,72580.73,1054403.69,313499.82,54063.91,259435.91,740903.87,228029.08,453410.56,59464.23,26580.6,99129.65,31215.56,-70650.38,9.2925,6.1787,6.1718,54063.91,313499.82,1054403.69,249868.78,669.84,7315.33,15312.73,16182.04,10218.54,24.99,7148.84,59831.34,197945.13,1316.87,10381.79,1127.07,32329.99,219.75,3589.16,306741.1,1009122.27,54063.91,805.81,680837.17,1570.95,1108166.78,4414.97,7758.24,10305.35,1036401.05,805.81,728772.98,1570.95,886851.81
2013/7,98.8,106.1,95.7,97.8,27942.68,199407.73,194156.85,5250.87,59499.49,8463.48,249807.43,59688.16,578023.44,183809.26,70928.85,962700.27,931524.67,256183.68,226038.66,449302.32,25518.6,7838.66,17679.95,5657.0,14245.97,101649.79,72383.47,12931.78,99823.46,31256.12,5657.0,1437570.5,271745.69,869786.08,38023.19,761857.68,69905.2,1052212.34,310596.46,54412.78,256183.68,741615.88,226038.66,449302.32,66274.9,25518.6,99823.46,31475.87,-67498.51,9.3501,6.1788,6.1725,54412.78,310596.46,1052212.34,249887.92,669.84,7339.1,15312.73,16106.96,10217.05,24.99,7138.57,59663.68,194757.45,1310.73,9549.79,1162.07,36789.04,219.75,3244.65,306697.16,1006548.49,54412.78,814.09,687834.5,1581.22,1118975.7,4245.29,7570.83,10005.9,1032779.28,814.09,734613.18,1581.22,896738.75
2013/8,99.3,105.3,98.0,98.3,28288.25,201711.34,196325.77,5385.56,60340.79,6714.09,249282.47,61044.62,581988.72,187172.35,73558.13,970528.97,938870.22,259160.56,229495.56,450214.1,26127.59,7928.0,18199.59,5531.15,15317.94,97947.28,73375.2,13705.0,101189.0,31477.94,5531.15,1450100.74,272039.23,878960.97,38513.15,769186.06,71261.77,1061256.43,314085.91,54925.35,259160.56,747170.52,229495.56,450214.1,67460.85,26127.59,101189.0,31697.69,-69270.52,9.3506,6.1709,6.1708,54925.35,314085.91,1061256.43,250866.64,669.84,7345.21,15312.73,17108.11,10217.15,24.99,7381.23,60310.94,197005.76,1260.46,8246.42,1425.71,37140.37,219.75,3316.49,308925.9,1014623.66,54925.35,850.9,694962.17,1583.61,1128871.41,4344.85,7512.5,9992.71,1041435.3,850.9,741321.06,1583.61,905969.59
2013/9,99.6,106.7,99.7,98.2,27768.63,206057.31,199508.73,6548.58,60748.12,6135.86,253805.32,66985.06,589767.9,190629.91,71913.72,989356.03,956876.28,255837.81,239080.28,461958.18,26844.3,7666.78,19177.52,5635.45,15030.26,102469.5,69570.32,14772.2,101362.22,31651.75,5635.45,1473811.82,272740.08,899230.16,41580.08,780422.79,77227.29,1077379.16,312330.34,56492.53,255837.81,765048.82,239080.28,461958.18,64010.36,26844.3,101362.22,31871.5,-65486.94,9.4315,6.148,6.1588,56492.53,312330.34,1077379.16,253548.68,669.84,7342.96,15312.73,16680.77,10242.23,24.99,7369.0,63041.13,200096.74,1268.28,7878.0,1817.84,34480.77,219.75,2388.69,311191.2,1030891.62,56492.53,849.51,702832.25,1592.43,1142403.41,4487.06,7657.1,9985.61,1058478.06,845.91,749908.09,1592.43,918803.65
2013/10,99.7,108.1,99.1,97.9,28082.44,202117.1,196480.66,5636.44,61767.31,6001.37,249803.84,64199.18,593174.74,192624.95,83228.81,981236.43,947041.83,263913.66,230220.99,452907.18,26601.47,7807.58,18793.89,7593.13,13868.91,102394.22,73986.32,16000.78,102653.96,31742.07,7593.13,1480999.74,276649.71,896149.07,35917.05,785824.67,74407.35,1070242.17,319509.38,55595.72,263913.66,750732.79,230220.99,452907.18,67604.61,26601.47,102653.96,31961.82,-58660.64,9.4474,6.1425,6.1393,55595.72,319509.38,1070242.17,258043.26,669.84,7334.06,15312.73,15543.31,10208.17,24.99,7380.94,61232.18,197174.96,1319.94,7772.0,1479.11,41163.0,219.75,4156.35,314517.3,1026864.61,55595.72,843.84,707891.86,1588.46,1152621.77,4461.05,7665.74,9987.71,1054266.59,843.84,754978.69,1588.46,924441.35
2013/11,99.6,106.8,98.7,97.9,28393.79,203008.64,197390.88,5617.76,61951.94,7790.54,252520.44,67515.44,594993.02,195178.45,86901.77,987091.12,952748.73,268380.65,230549.5,453818.58,26779.44,7523.82,19255.62,7562.95,13835.97,106614.16,76668.49,16867.06,102868.35,31887.01,7562.95,1498254.03,279703.49,903268.01,35348.99,790196.45,77722.57,1079257.06,324821.92,56441.27,268380.65,754435.13,230549.5,453818.58,70067.06,26779.44,102868.35,32106.77,-58040.11,9.4146,6.1325,6.1372,56441.27,324821.92,1079257.06,262036.62,669.84,7346.13,15312.73,15501.98,10207.13,24.99,7369.73,62059.05,198062.92,1314.26,7762.0,1875.83,41915.69,219.75,5259.65,318469.15,1032336.46,56441.27,840.56,714137.43,1599.63,1163772.34,4490.61,7685.56,10092.34,1059875.12,840.56,761269.12,1599.63,931739.31
2013/12,99.3,103.7,98.0,98.5,28814.09,211775.57,205369.11,6406.46,62341.47,10301.42,260441.97,72592.28,599575.15,196863.63,82045.96,1012778.84,978444.31,278716.61,232696.58,467031.12,25940.33,7453.98,18486.35,8394.2,11663.21,110397.95,74804.7,17973.0,103672.07,32545.82,8394.2,1524751.55,280986.36,927007.02,49043.61,796463.77,81499.64,1106524.98,337291.05,58574.44,278716.61,769233.93,232696.58,467031.12,69506.23,25940.33,103672.07,32765.57,-60909.58,9.3892,6.0969,6.116,58574.44,337291.05,1106524.98,264270.04,669.84,7293.66,15312.73,13147.9,8907.36,24.99,7652.04,64980.93,206042.17,1330.27,7762.0,2088.27,28610.6,219.75,6244.57,317278.55,1043846.86,58574.44,854.45,718961.46,1579.87,1174666.17,4385.98,7768.73,10179.22,1070587.72,854.45,766326.64,1579.87,940281.32
2014/1,98.6,100.6,97.1,98.4,28191.57,210650.25,201385.9,9264.34,62356.56,7786.9,258181.45,72509.11,608952.91,201651.24,84178.99,1001741.79,967510.41,238411.96,244131.54,484966.91,26952.49,6794.41,20158.08,7278.9,19788.47,106444.06,85889.44,20295.37,103844.44,32589.65,7278.9,1534458.97,283106.53,941220.72,49244.41,810629.13,81347.18,1123521.21,314900.55,76488.6,238411.96,808620.66,244131.54,484966.91,79522.21,26952.49,103844.44,32809.4,-62800.29,9.3663,6.105,6.1043,76488.6,314900.55,1123521.21,269215.34,669.84,7300.83,15312.73,21281.18,8838.07,24.99,8538.53,85752.96,201979.15,1273.47,7762.0,1975.68,28424.89,219.75,3793.62,331181.51,1034418.22,76488.6,854.49,732144.36,1582.99,1196780.62,4832.27,8028.89,10348.39,1063919.26,854.49,781160.72,1582.99,959593.15
2014/2,97.7,99.5,95.8,96.7,28761.45,211187.94,204208.94,6978.99,62322.14,11371.75,269310.13,76233.31,615472.45,202171.31,86839.22,1017173.36,982369.0,254304.16,242008.51,486056.34,27665.05,7119.33,20545.73,7139.3,12431.44,111400.99,92199.78,21878.17,105600.92,32667.93,7139.3,1563669.69,283589.65,947973.61,45233.52,817668.75,85071.34,1131760.83,316625.11,62320.95,254304.16,815135.72,242008.51,486056.34,87070.88,27665.05,105600.92,32887.68,-66351.23,9.4723,6.1214,6.1128,62320.95,316625.11,1131760.83,270407.88,669.84,7325.35,15312.73,13136.94,8838.03,24.99,9303.99,69299.97,204697.51,1323.5,7762.0,1696.7,32401.35,219.75,7618.99,325019.77,1054363.65,62320.95,857.95,738592.59,1594.05,1206079.84,4929.72,8241.83,10578.84,1084540.42,857.95,789044.11,1594.05,968981.08
2014/3,97.6,100.9,94.6,96.2,29878.58,216345.26,209858.83,6486.43,62057.03,15966.26,279594.95,84026.66,625036.79,206015.88,84969.77,1056770.74,1020532.64,269354.44,250779.04,500399.16,28640.34,7252.95,21387.4,7597.75,11690.8,112139.8,86323.25,24025.02,108253.93,32887.59,7597.75,1603891.18,284032.46,972329.3,48406.96,831077.66,92844.68,1160687.38,327683.74,58329.3,269354.44,833003.64,250779.04,500399.16,81825.44,28640.34,108253.93,33107.34,-74327.23,9.5089,6.1521,6.1358,58329.3,327683.74,1160687.38,272149.14,669.84,7358.72,15312.73,12384.02,8818.02,24.99,9929.75,64815.75,209925.3,1365.61,7762.0,1998.79,28962.81,219.75,11597.18,326647.21,1091022.27,58329.3,879.64,749089.78,1599.27,1221580.54,5073.53,8463.89,10871.3,1122235.1,879.64,801160.49,1599.27,984274.55
2014/4,97.8,98.0,95.4,97.0,31071.53,213954.83,208048.0,5906.83,62978.18,13543.57,282918.64,89381.65,629145.02,208791.67,85933.68,1046740.07,1010269.41,265866.98,256490.25,487912.18,29327.18,7253.97,22073.21,7143.48,11959.21,113626.42,106277.25,25071.87,109546.05,33018.35,7143.48,1617718.76,285576.39,979466.2,43313.73,837961.68,98190.8,1168812.67,324482.52,58615.54,265866.98,844330.15,256490.25,487912.18,99927.72,29327.18,109546.05,33238.11,-75881.42,9.543,6.158,6.1553,58615.54,324482.52,1168812.67,272995.03,669.84,7373.89,15312.73,12973.33,8809.15,24.99,9921.3,64522.39,208440.7,1398.19,7762.0,1462.04,34977.18,219.75,9298.02,328080.26,1084476.56,58615.54,887.1,756835.15,1609.4,1232017.65,5291.26,8494.03,10996.73,1117060.13,887.1,809141.4,1609.4,993776.47
2014/5,98.6,100.7,96.1,98.5,33007.33,215575.43,209932.41,5643.02,63879.25,12638.3,288499.1,92762.62,634573.91,211895.89,88621.78,1058533.09,1020322.35,269788.46,261047.92,489485.97,31463.24,7581.7,23881.54,6747.5,12434.9,115870.73,109891.89,25242.42,111357.49,33151.1,6747.5,1641453.6,287487.93,991229.16,43162.6,846494.79,101571.77,1182293.96,327839.56,58051.11,269788.46,854454.39,261047.92,489485.97,103920.51,31463.24,111357.49,33370.85,-79768.46,9.5039,6.1695,6.1636,58051.11,327839.56,1182293.96,272998.64,669.84,7384.86,15312.73,13901.51,8809.15,24.99,9921.5,63694.15,210235.09,1445.93,7362.0,1330.31,36029.39,219.75,8706.61,329023.22,1098187.07,58051.11,891.11,765543.54,1610.49,1244287.84,5657.53,8467.74,11185.7,1133091.22,891.11,817785.23,1610.49,1005643.97
2014/6,98.9,100.1,96.5,99.0,35152.0,223025.06,216715.67,6309.39,64635.87,10314.4,293407.49,103161.64,642770.47,215432.3,85777.96,1097645.59,1058205.54,284536.39,265644.22,508024.93,32791.61,7927.87,24863.74,6648.44,15284.61,114185.57,98502.35,24835.02,113378.4,33446.25,6648.44,1673677.19,289009.16,1016864.17,46665.62,858227.76,111970.79,1209587.2,341487.45,56951.05,284536.39,868099.75,265644.22,508024.93,94430.6,32791.61,113378.4,33666.0,-83549.88,9.5116,6.1528,6.1636,56951.05,341487.45,1209587.2,272131.01,669.84,7368.65,15312.73,14556.64,8809.15,24.99,10825.59,63260.47,216638.19,1516.55,7132.0,1477.31,33282.98,219.75,6171.34,329698.6,1136074.65,56951.05,893.85,776336.66,1610.63,1259068.68,5936.37,8525.67,11467.99,1172599.97,893.85,828793.42,1610.63,1021436.61
2014/7,99.1,99.7,97.3,99.4,35379.06,219050.19,213300.55,5749.64,66536.5,8577.76,285516.58,94852.09,644068.94,217458.85,88400.13,1073907.73,1033683.54,274000.81,262742.88,496939.84,33496.93,7971.5,25525.44,6727.26,15648.99,111686.8,108346.01,25535.25,114313.98,33597.49,6727.26,1659840.1,288675.61,1008104.01,42909.03,861553.11,103641.87,1194249.24,331347.32,57346.5,274000.81,862901.92,262742.88,496939.84,103219.2,33496.93,114313.98,33817.24,-79097.78,9.4444,6.1675,6.1569,57346.5,331347.32,1194249.24,272128.62,669.84,7381.79,15312.73,14933.83,8789.78,25.31,10849.65,63096.17,213556.06,1586.07,6932.0,1348.45,38940.21,219.75,4412.85,330091.56,1116247.35,57346.5,886.74,780188.63,1601.01,1264657.96,6086.21,8498.29,11553.81,1153784.07,886.74,832601.84,1601.01,1027195.16
2014/8,98.6,99.7,95.0,98.4,36228.1,219682.36,213793.25,5889.11,67215.34,7483.81,284311.07,98362.56,648771.37,220141.7,91858.93,1074746.39,1033522.5,274025.62,264733.83,494763.05,34235.85,8318.92,25916.94,6988.04,16243.45,112465.13,110634.87,26340.21,117118.68,33682.67,6988.04,1674055.23,288673.61,1019481.31,43392.66,868938.39,107150.26,1197499.08,332023.23,57997.61,274025.62,865475.86,264733.83,494763.05,105978.97,34235.85,117118.68,33902.42,-74601.11,9.3604,6.1647,6.1606,57997.61,332023.23,1197499.08,272151.84,669.84,7362.35,15312.73,15455.89,8787.71,25.32,10868.54,63886.74,214070.65,1634.52,6922.0,1398.31,39135.42,219.75,3366.82,330634.21,1117327.47,57997.61,883.01,787214.13,1584.44,1273535.53,6240.52,8465.59,11725.81,1155798.37,883.01,839401.92,1584.44,1036515.5
2014/9,97.6,98.3,92.4,96.1,35940.34,226343.41,219643.68,6699.73,68561.84,7579.16,278523.25,98660.85,655324.05,223057.43,88931.21,1086315.72,1044834.16,268375.22,272197.01,504261.93,33008.22,7814.61,25193.61,8473.34,21889.63,107682.25,103207.21,25231.88,118474.43,33901.26,8473.34,1682921.55,288865.66,1032886.4,47087.11,878406.79,107392.5,1202051.41,327220.21,58844.99,268375.22,874831.2,272197.01,504261.93,98372.26,33008.22,118474.43,34121.01,-65903.0,9.1216,6.1525,6.1528,58844.99,327220.21,1202051.41,272017.91,669.84,7433.45,15312.73,21015.29,8731.65,25.3,11055.44,65544.74,219754.43,1661.73,6922.0,1964.0,36787.46,219.75,3407.5,336261.61,1126570.37,58844.99,880.02,795786.02,1556.83,1285237.92,6052.78,8383.29,11399.3,1163810.07,880.02,847364.24,1556.83,1047325.41
2014/10,96.9,97.2,91.6,94.8,37048.75,221546.01,215460.84,6085.17,69606.12,7367.58,278290.04,99705.41,659118.7,224625.92,83782.53,1076704.8,1035475.09,271926.09,264804.73,498744.26,32557.72,8668.89,23888.84,8671.99,25030.26,107762.52,111096.98,26035.64,120446.46,34412.38,8671.99,1681091.06,289405.64,1032576.94,40369.96,883769.92,108437.05,1199236.31,329617.73,57691.64,271926.09,869618.58,264804.73,498744.26,106069.59,32557.72,120446.46,34632.13,-64890.06,9.086,6.1461,6.1441,57691.64,329617.73,1199236.31,272038.1,669.84,7313.83,15312.73,24116.15,8731.65,25.3,11077.36,63776.83,215605.33,1622.01,6522.0,1629.25,44548.9,219.75,5360.91,339284.97,1124704.8,57691.64,865.26,801269.48,1539.43,1295563.41,5962.2,8266.77,11318.42,1161349.06,865.26,852077.85,1539.43,1055935.3
2014/11,96.4,97.0,90.9,92.9,36419.85,221222.22,215159.92,6062.3,70396.46,6905.29,278046.45,103440.83,666358.58,227040.33,86998.63,1082932.66,1041244.86,276675.6,265229.24,499340.03,32121.16,8250.16,23871.01,9566.63,24895.01,108216.38,113801.45,25379.96,122016.6,35241.07,9566.63,1696828.65,289495.04,1045883.46,40286.78,893424.2,112172.48,1208605.95,335114.13,58438.53,276675.6,873491.81,265229.24,499340.03,108922.55,32121.16,122016.6,35460.83,-62826.05,8.9824,6.1345,6.1432,58438.53,335114.13,1208605.95,271970.42,669.84,7296.78,15312.73,25022.62,8731.65,25.29,11191.29,64500.85,215544.73,1610.9,6522.0,1481.9,45422.42,219.75,4918.07,340220.62,1131415.46,58438.53,826.47,809796.94,1525.92,1308131.93,5921.01,8262.48,11433.59,1167737.89,826.47,860483.1,1525.92,1068829.39
2014/12,95.6,97.5,90.3,89.8,36688.97,233488.7,226596.97,6891.73,71009.6,6563.98,280389.25,111553.5,673285.68,229215.56,79834.63,1102202.55,1060730.71,287796.88,264055.71,508878.12,31135.85,8156.7,22979.15,10335.99,26616.72,111117.85,112400.75,25087.62,123119.42,36410.44,10335.99,1722029.88,288390.38,1076962.18,55047.0,902512.86,119402.31,1228374.81,348056.41,60259.53,287796.88,880318.4,264055.71,508878.12,107384.57,31135.85,123119.42,36630.2,-53907.71,8.8653,6.119,6.1238,60259.53,348056.41,1228374.81,270681.33,669.84,7271.68,15312.73,24985.27,7848.81,11.62,11467.5,67151.28,226941.74,1558.35,6522.0,1833.83,31275.33,219.75,2746.51,338248.79,1138644.64,60259.53,867.18,816770.01,1516.37,1323453.03,5734.59,8350.69,11449.02,1173734.59,867.18,867867.89,1516.37,1085701.7
2015/1,94.4,97.2,88.5,86.0,37621.89,224801.6,218381.03,6420.58,70714.07,6559.86,276111.37,118514.07,685543.93,233419.18,85750.47,1114699.29,1069582.47,285065.77,271425.81,513090.88,34172.79,8404.85,25767.94,10944.04,29565.21,105354.54,114680.35,23544.9,125711.48,36540.35,10944.04,1739036.45,291121.43,1093561.42,48223.76,918974.78,126362.88,1242709.56,348106.28,63040.51,285065.77,894603.29,271425.81,513090.88,110086.59,34172.79,125711.48,36760.1,-54671.09,8.6519,6.137,6.1272,63040.5067311397,348109.502246194,1242710.2185386,270688.81,669.84,7247.44,15312.73,25789.62,7848.81,11.66,11299.13,69461.11,218882.75,1505.38,6522.0,1561.64,37803.05,219.75,2912.37,338868.05,1224060.36,63040.51,842.25,836985.96,1476.54,1353233.29,6557.36,9115.8,10784.57,1264302.85,842.25,892929.62,1476.54,1121317.26
2015/2,94.2,99.1,87.4,84.4,39112.91,225475.33,215449.59,10025.74,70443.53,6556.29,273129.76,119535.68,696125.73,235491.32,86374.33,1119278.68,1073577.48,261543.03,273552.95,538481.5,35281.56,8722.69,26558.87,10419.65,35933.96,104413.88,116771.76,22481.47,126556.78,36647.74,10419.65,1752244.88,293579.59,1112422.99,53411.43,931628.73,127382.83,1257384.48,334439.22,72896.19,261543.03,922945.26,273552.95,538481.5,110910.81,35281.56,126556.78,36867.49,-50087.72,8.6519,6.1475,6.1339,72896.1934842638,334439.222672921,1257380.4784755,270468.22,669.84,7257.21,15312.73,32422.43,7847.15,11.67,11421.56,82921.96,215752.46,1639.78,6522.0,1447.11,32344.83,219.75,4562.92,345410.82,1223250.98,72896.19,832.32,847224.57,1466.59,1368659.78,6744.11,9038.08,10773.61,1264710.41,832.32,902786.14,1466.59,1136178.34
2015/3,94.6,99.8,87.5,85.3,40915.72,233400.5,226272.23,7128.27,70692.07,6568.56,279793.79,129197.82,705300.56,237989.11,86129.97,1143385.8,1095143.67,275260.72,275189.3,544693.66,36494.53,8965.94,27528.58,11747.61,34526.73,107778.75,122365.09,20945.54,129897.12,37711.26,11747.61,1789988.1,294637.43,1136551.53,56175.6,943330.97,137044.96,1275332.78,337210.52,61949.81,275260.72,938122.25,275189.3,544693.66,118239.3,36494.53,129897.12,37931.02,-48466.48,8.4731,6.1422,6.1507,61949.81,337210.52,1275332.78,268160.81,669.84,7241.92,15312.73,31478.7,7847.15,41.3,11473.1,69078.1,226674.52,1729.0,6522.0,1405.32,29829.21,219.75,6767.64,342225.55,1248866.33,61949.81,821.32,859069.21,1446.28,1386501.07,6940.13,9145.98,10999.04,1291493.98,821.32,915245.64,1446.28,1156208.89
2015/4,94.7,101.3,87.3,85.8,39842.89,232038.0,225683.12,6354.88,71098.47,6487.29,283438.01,132624.45,710601.52,240883.0,89328.85,1138551.43,1091145.95,275615.79,281461.97,534068.19,35172.94,8443.7,26729.24,12232.54,34886.96,110474.94,134291.0,21265.71,132910.24,37951.13,12232.54,1806342.49,292489.77,1147751.55,55743.29,951537.47,140470.79,1280779.14,336388.24,60772.46,275615.79,944390.9,281461.97,534068.19,128860.74,35172.94,132910.24,38170.88,-46791.89,8.5984,6.1137,6.1302,60772.46,336388.24,1280779.14,267701.39,669.84,7245.29,15312.73,30600.44,7846.35,52.95,11459.29,67127.36,226002.11,1811.89,6522.0,1703.93,30667.92,219.75,6833.32,340888.28,1257577.0,60772.46,790.85,866148.47,1455.55,1403361.07,6767.41,9198.38,10836.64,1298950.92,790.85,922384.59,1455.55,1172813.3
2015/5,94.5,100.1,88.4,86.3,40085.29,228202.72,222013.61,6189.11,72186.82,10271.21,297599.35,145768.57,718970.53,243973.81,91542.84,1148219.37,1100492.03,284009.89,286886.92,529595.21,34374.24,8619.25,25754.98,13353.11,35248.77,116718.53,152680.68,20644.9,137394.5,38120.17,13353.11,1848601.14,293029.97,1171993.31,55377.11,963001.28,153614.92,1307357.63,343085.86,59075.97,284009.89,964271.78,286886.92,529595.21,147789.64,34374.24,137394.5,38339.92,-52443.01,8.5093,6.1196,6.1143,59075.97,343085.86,1307357.63,267321.89,669.84,7245.16,15312.73,30851.42,7846.35,56.94,11457.14,65265.1,222526.96,1741.57,6522.0,1647.31,32122.45,219.75,10716.33,340761.47,1289898.03,59075.97,805.78,875156.04,1463.55,1425357.77,6629.22,9196.41,10902.97,1330466.19,805.78,931434.4,1463.55,1194616.57
2015/6,94.2,100.4,88.8,87.2,40914.79,233976.54,227468.93,6507.61,78661.52,6429.01,302876.28,152369.11,729636.71,248561.96,86872.17,1173335.92,1125935.0,297478.59,289329.28,539127.13,34231.37,8508.81,25722.56,13169.55,32126.43,118407.41,154896.51,21344.34,139064.65,38912.39,13169.55,1880298.08,294660.17,1199812.09,61492.96,978253.67,160065.45,1333375.36,356082.86,58604.26,297478.59,977292.51,289329.28,539127.13,148836.1,34231.37,139064.65,39132.15,-51331.27,8.5982,6.1136,6.1161,58604.2643447653,356082.85545863,1333375.36453853,267149.38,2094.73,7311.11,15312.73,23263.93,7696.35,55.01,14192.58,65111.9,223667.65,1692.29,6522.0,1465.51,32481.29,219.75,5915.43,337075.83,1318291.89,58604.26,805.17,887946.89,1470.71,1453704.98,6815.28,9210.65,10998.98,1359957.8,805.17,944257.15,1470.71,1222488.34
